2020-06-19T22:25:18.725918,90:A2:DA:00:61:58,bme680,2310,44785,101504,311113
2020-06-19T22:26:26.303364,90:A2:DA:00:61:58,bme680,2307,48250,101561,360705
2020-06-19T22:26:33.113012,90:A2:DA:00:61:58,bme680,2310,47944,101642,274425
2020-06-20T00:09:19.839996,90:A2:DA:00:61:58,bme680,2406,46192,101799,212558
2020-06-20T00:14:19.937346,90:A2:DA:00:61:58,bme680,2405,45726,101799,155522
2020-06-20T00:19:20.034517,90:A2:DA:00:61:58,bme680,2396,46260,101797,139878
2020-06-20T00:24:20.131529,90:A2:DA:00:61:58,bme680,2388,46192,101801,128365
2020-06-20T00:29:20.228867,90:A2:DA:00:61:58,bme680,2382,46249,101801,119196
2020-06-20T00:34:20.326318,90:A2:DA:00:61:58,bme680,2377,46535,101805,113136
2020-06-20T00:39:20.423729,90:A2:DA:00:61:58,bme680,2372,46512,101803,106493
2020-06-20T00:44:20.519163,90:A2:DA:00:61:58,bme680,2369,46645,101809,102692
2020-06-20T00:49:20.547348,90:A2:DA:00:61:58,bme680,2366,46763,101811,98860
2020-06-20T00:54:20.574823,90:A2:DA:00:61:58,bme680,2363,46415,101813,95085
2020-06-20T00:59:20.602794,90:A2:DA:00:61:58,bme680,2361,46345,101816,91859
2020-06-20T01:04:20.630743,90:A2:DA:00:61:58,bme680,2359,46529,101818,90074
2020-06-20T01:09:20.658754,90:A2:DA:00:61:58,bme680,2357,46667,101816,91557
2020-06-20T01:14:20.686585,90:A2:DA:00:61:58,bme680,2355,46535,101820,87985
2020-06-20T01:19:20.714543,90:A2:DA:00:61:58,bme680,2355,46461,101820,85374
2020-06-20T01:24:20.742633,90:A2:DA:00:61:58,bme680,2354,46145,101822,82667
2020-06-20T01:29:20.772916,90:A2:DA:00:61:58,bme680,2355,46045,101833,80436
2020-06-20T01:34:20.801206,90:A2:DA:00:61:58,bme680,2355,46013,101835,78029
2020-06-20T01:39:20.829518,90:A2:DA:00:61:58,bme680,2355,45866,101835,76666
2020-06-20T01:44:20.857947,90:A2:DA:00:61:58,bme680,2357,46263,101835,74945
2020-06-20T01:49:20.886410,90:A2:DA:00:61:58,bme680,2358,45721,101837,73234
2020-06-20T01:54:20.914834,90:A2:DA:00:61:58,bme680,2358,45904,101837,76316
2020-06-20T01:59:20.943309,90:A2:DA:00:61:58,bme680,2358,45715,101837,76949
2020-06-20T02:04:20.968536,90:A2:DA:00:61:58,bme680,2359,45769,101841,75147
2020-06-20T02:09:20.996524,90:A2:DA:00:61:58,bme680,2359,45709,101841,74410
2020-06-20T02:14:21.024557,90:A2:DA:00:61:58,bme680,2359,45733,101841,73363
2020-06-20T02:19:21.052576,90:A2:DA:00:61:58,bme680,2360,45659,101843,71971
2020-06-20T02:24:21.080624,90:A2:DA:00:61:58,bme680,2360,45683,101843,71173
2020-06-20T02:29:21.108715,90:A2:DA:00:61:58,bme680,2360,45641,101841,70274
2020-06-20T02:34:21.136908,90:A2:DA:00:61:58,bme680,2360,45615,101841,69110
2020-06-20T02:39:21.165882,90:A2:DA:00:61:58,bme680,2359,45647,101841,68542
2020-06-20T02:44:21.194143,90:A2:DA:00:61:58,bme680,2360,45623,101841,67380
2020-06-20T02:49:21.222383,90:A2:DA:00:61:58,bme680,2360,45629,101843,66840
2020-06-20T02:54:21.250524,90:A2:DA:00:61:58,bme680,2359,45573,101845,66203
2020-06-20T02:59:21.278622,90:A2:DA:00:61:58,bme680,2359,45500,101847,65528
2020-06-20T03:04:21.306818,90:A2:DA:00:61:58,bme680,2360,45476,101849,65017
2020-06-20T03:09:21.334886,90:A2:DA:00:61:58,bme680,2360,45530,101849,64266
2020-06-20T03:14:21.362561,90:A2:DA:00:61:58,bme680,2361,45562,101851,63823
2020-06-20T03:19:21.390799,90:A2:DA:00:61:58,bme680,2360,45555,101847,63435
2020-06-20T03:24:21.419167,90:A2:DA:00:61:58,bme680,2360,45512,101849,63147
2020-06-20T03:29:21.447546,90:A2:DA:00:61:58,bme680,2360,45524,101849,62814
2020-06-20T03:34:21.475855,90:A2:DA:00:61:58,bme680,2360,45585,101849,62626
2020-06-20T03:39:21.504172,90:A2:DA:00:61:58,bme680,2360,45910,101851,62252
2020-06-20T03:44:21.532437,90:A2:DA:00:61:58,bme680,2360,45367,101855,62067
2020-06-20T03:49:21.561701,90:A2:DA:00:61:58,bme680,2360,45458,101855,61791
2020-06-20T03:54:21.589997,90:A2:DA:00:61:58,bme680,2361,45623,101858,61563
2020-06-20T03:59:21.618414,90:A2:DA:00:61:58,bme680,2360,45550,101857,61382
2020-06-20T04:04:21.647001,90:A2:DA:00:61:58,bme680,2360,45579,101857,61112
2020-06-20T04:09:21.675271,90:A2:DA:00:61:58,bme680,2361,45609,101858,60712
2020-06-20T04:14:21.703645,90:A2:DA:00:61:58,bme680,2361,45874,101858,60230
2020-06-20T04:19:21.731974,90:A2:DA:00:61:58,bme680,2360,45305,101857,60100
2020-06-20T04:24:21.759577,90:A2:DA:00:61:58,bme680,2360,45482,101858,60056
2020-06-20T04:29:21.787794,90:A2:DA:00:61:58,bme680,2360,45287,101860,60100
2020-06-20T04:34:21.815997,90:A2:DA:00:61:58,bme680,2360,45512,101862,59970
2020-06-20T04:39:21.844061,90:A2:DA:00:61:58,bme680,2359,45800,101864,59970
2020-06-20T04:44:21.872079,90:A2:DA:00:61:58,bme680,2359,45366,101864,60360
2020-06-20T04:49:21.900210,90:A2:DA:00:61:58,bme680,2359,45432,101868,60186
2020-06-20T04:54:21.928312,90:A2:DA:00:61:58,bme680,2359,45164,101870,60143
2020-06-20T04:59:21.958702,90:A2:DA:00:61:58,bme680,2358,45037,101868,59970
2020-06-20T05:04:21.986936,90:A2:DA:00:61:58,bme680,2357,45424,101870,61112
2020-06-20T05:09:22.015115,90:A2:DA:00:61:58,bme680,2357,45033,101872,62252
2020-06-20T05:14:22.043067,90:A2:DA:00:61:58,bme680,2356,44997,101872,61974
2020-06-20T05:19:22.071158,90:A2:DA:00:61:58,bme680,2356,44954,101876,61883
2020-06-20T05:24:22.099392,90:A2:DA:00:61:58,bme680,2355,44964,101880,62021
2020-06-20T05:29:22.127513,90:A2:DA:00:61:58,bme680,2355,44920,101880,61791
2020-06-20T05:34:22.155215,90:A2:DA:00:61:58,bme680,2354,44900,101882,62067
2020-06-20T05:39:22.183239,90:A2:DA:00:61:58,bme680,2354,44881,101882,62159
2020-06-20T05:44:22.211333,90:A2:DA:00:61:58,bme680,2354,44845,101884,62159
2020-06-20T05:49:22.239598,90:A2:DA:00:61:58,bme680,2354,44954,101886,61837
2020-06-20T05:54:22.268001,90:A2:DA:00:61:58,bme680,2353,44958,101890,61974
2020-06-20T05:59:22.296416,90:A2:DA:00:61:58,bme680,2353,44873,101886,61608
2020-06-20T06:04:22.324778,90:A2:DA:00:61:58,bme680,2352,44919,101888,61472
2020-06-20T06:09:22.351088,90:A2:DA:00:61:58,bme680,2352,44839,101890,61112
2020-06-20T06:14:22.378440,90:A2:DA:00:61:58,bme680,2352,44895,101890,60712
2020-06-20T06:19:22.406398,90:A2:DA:00:61:58,bme680,2352,44803,101890,60580
2020-06-20T06:24:22.434325,90:A2:DA:00:61:58,bme680,2351,44911,101890,60360
2020-06-20T06:29:22.462233,90:A2:DA:00:61:58,bme680,2351,45002,101892,60360
2020-06-20T06:34:22.490194,90:A2:DA:00:61:58,bme680,2351,45073,101892,60317
2020-06-20T06:39:22.518029,90:A2:DA:00:61:58,bme680,2350,44867,101894,62345
2020-06-20T06:44:22.545573,90:A2:DA:00:61:58,bme680,2350,44806,101894,61928
2020-06-20T06:49:22.572444,90:A2:DA:00:61:58,bme680,2349,44885,101896,64614
2020-06-20T06:54:22.599903,90:A2:DA:00:61:58,bme680,2349,44903,101894,65994
2020-06-20T06:59:22.627369,90:A2:DA:00:61:58,bme680,2349,44861,101896,66203
2020-06-20T07:04:22.654823,90:A2:DA:00:61:58,bme680,2349,44752,101898,65476
2020-06-20T07:09:22.682341,90:A2:DA:00:61:58,bme680,2348,44742,101900,64916
2020-06-20T07:14:22.709704,90:A2:DA:00:61:58,bme680,2348,44718,101901,64664
2020-06-20T07:19:22.739475,90:A2:DA:00:61:58,bme680,2347,44715,101901,63823
2020-06-20T07:24:22.767982,90:A2:DA:00:61:58,bme680,2347,44661,101903,63580
2020-06-20T07:29:22.795816,90:A2:DA:00:61:58,bme680,2348,44608,101905,62956
2020-06-20T07:34:22.823745,90:A2:DA:00:61:58,bme680,2348,44602,101907,62626
2020-06-20T07:39:22.851530,90:A2:DA:00:61:58,bme680,2348,44657,101907,62485
2020-06-20T07:44:22.879423,90:A2:DA:00:61:58,bme680,2348,44578,101909,62206
2020-06-20T07:49:22.907224,90:A2:DA:00:61:58,bme680,2349,44562,101911,62298
2020-06-20T07:54:22.934843,90:A2:DA:00:61:58,bme680,2349,44594,101913,61837
2020-06-20T07:59:22.962623,90:A2:DA:00:61:58,bme680,2348,44578,101915,61382
2020-06-20T08:04:22.990372,90:A2:DA:00:61:58,bme680,2348,44572,101915,61928
2020-06-20T08:09:23.018119,90:A2:DA:00:61:58,bme680,2349,44582,101917,61112
2020-06-20T08:14:23.045827,90:A2:DA:00:61:58,bme680,2349,44612,101919,61837
2020-06-20T08:19:23.073633,90:A2:DA:00:61:58,bme680,2349,44635,101923,66947
2020-06-20T08:24:23.101512,90:A2:DA:00:61:58,bme680,2349,44647,101923,65425
2020-06-20T08:29:23.129229,90:A2:DA:00:61:58,bme680,2348,44639,101927,64865
2020-06-20T08:34:23.155214,90:A2:DA:00:61:58,bme680,2347,43600,101929,71847
2020-06-20T08:39:23.182937,90:A2:DA:00:61:58,bme680,2346,44622,101931,74212
2020-06-20T08:44:23.210477,90:A2:DA:00:61:58,bme680,2347,44175,101931,73234
2020-06-20T08:49:23.238116,90:A2:DA:00:61:58,bme680,2347,44594,101931,71417
2020-06-20T08:54:23.265677,90:A2:DA:00:61:58,bme680,2347,44521,101935,69455
2020-06-20T08:59:23.293237,90:A2:DA:00:61:58,bme680,2347,44544,101937,67598
2020-06-20T09:04:23.323284,90:A2:DA:00:61:58,bme680,2347,44521,101939,66414
2020-06-20T09:09:23.351494,90:A2:DA:00:61:58,bme680,2347,44254,101941,71909
2020-06-20T09:14:23.379294,90:A2:DA:00:61:58,bme680,2349,44447,101939,71417
2020-06-20T09:19:23.406803,90:A2:DA:00:61:58,bme680,2347,43667,101939,94708
2020-06-20T09:24:23.434290,90:A2:DA:00:61:58,bme680,2348,43887,101943,108643
2020-06-20T09:29:23.461816,90:A2:DA:00:61:58,bme680,2348,44451,101943,118688
2020-06-20T09:34:23.489561,90:A2:DA:00:61:58,bme680,2350,44982,101945,109140
2020-06-20T09:39:23.517250,90:A2:DA:00:61:58,bme680,2351,44843,101945,101815
2020-06-20T09:44:23.544246,90:A2:DA:00:61:58,bme680,2350,43515,101948,110513
2020-06-20T09:49:23.571881,90:A2:DA:00:61:58,bme680,2349,44685,101950,118942
2020-06-20T09:54:23.599592,90:A2:DA:00:61:58,bme680,2348,44730,101952,113059
2020-06-20T09:59:23.627307,90:A2:DA:00:61:58,bme680,2347,44715,101956,121540
2020-06-20T10:04:23.655022,90:A2:DA:00:61:58,bme680,2347,44661,101958,115564
2020-06-20T10:09:23.682802,90:A2:DA:00:61:58,bme680,2347,44752,101956,113520
2020-06-20T10:14:23.710639,90:A2:DA:00:61:58,bme680,2347,44727,101956,108431
2020-06-20T10:19:23.734884,90:A2:DA:00:61:58,bme680,2347,44727,101960,113212
2020-06-20T10:24:23.762331,90:A2:DA:00:61:58,bme680,2347,44732,101960,110003
2020-06-20T10:29:23.789751,90:A2:DA:00:61:58,bme680,2348,44693,101960,108080
2020-06-20T10:34:23.817060,90:A2:DA:00:61:58,bme680,2349,44667,101964,121275
2020-06-20T10:39:23.844398,90:A2:DA:00:61:58,bme680,2349,45026,101964,118942
2020-06-20T10:44:23.871703,90:A2:DA:00:61:58,bme680,2351,45476,101966,133180
2020-06-20T10:49:23.899054,90:A2:DA:00:61:58,bme680,2352,44724,101966,122074
2020-06-20T10:54:23.929307,90:A2:DA:00:61:58,bme680,2351,44879,101966,113212
2020-06-20T10:59:23.956812,90:A2:DA:00:61:58,bme680,2351,45508,101968,128961
2020-06-20T11:04:23.984816,90:A2:DA:00:61:58,bme680,2355,46911,101970,128861
2020-06-20T11:09:24.013034,90:A2:DA:00:61:58,bme680,2362,49249,101970,125282
2020-06-20T11:14:24.041268,90:A2:DA:00:61:58,bme680,2369,51566,101972,128861
2020-06-20T11:19:24.069259,90:A2:DA:00:61:58,bme680,2371,49754,101972,139644
2020-06-20T11:24:24.097306,90:A2:DA:00:61:58,bme680,2380,50210,101972,140704
2020-06-20T11:29:24.125725,90:A2:DA:00:61:58,bme680,2381,48822,101972,145488
2020-06-20T11:34:24.153806,90:A2:DA:00:61:58,bme680,2380,51097,101970,154801
2020-06-20T11:39:24.181993,90:A2:DA:00:61:58,bme680,2378,50498,101970,155958
2020-06-20T11:44:24.210174,90:A2:DA:00:61:58,bme680,2374,49622,101964,157876
2020-06-20T11:49:24.238503,90:A2:DA:00:61:58,bme680,2371,49329,101964,149798
2020-06-20T11:54:24.266794,90:A2:DA:00:61:58,bme680,2370,49010,101962,147677
2020-06-20T11:59:24.295026,90:A2:DA:00:61:58,bme680,2367,48076,101960,153944
2020-06-20T12:04:24.321685,90:A2:DA:00:61:58,bme680,2366,48551,101958,152676
2020-06-20T12:09:24.349793,90:A2:DA:00:61:58,bme680,2364,48604,101956,143363
2020-06-20T12:14:24.377795,90:A2:DA:00:61:58,bme680,2364,48212,101954,138947
2020-06-20T12:19:24.405775,90:A2:DA:00:61:58,bme680,2364,48250,101950,135671
2020-06-20T12:24:24.433605,90:A2:DA:00:61:58,bme680,2362,47868,101947,140704
2020-06-20T12:29:24.461438,90:A2:DA:00:61:58,bme680,2360,47325,101945,138371
2020-06-20T12:34:24.489106,90:A2:DA:00:61:58,bme680,2357,47321,101947,142263
2020-06-20T12:39:24.518027,90:A2:DA:00:61:58,bme680,2355,47182,101947,144983
2020-06-20T12:44:24.545778,90:A2:DA:00:61:58,bme680,2354,46987,101945,147546
2020-06-20T12:49:24.573424,90:A2:DA:00:61:58,bme680,2353,46959,101941,157281
2020-06-20T12:54:24.600864,90:A2:DA:00:61:58,bme680,2352,46706,101941,167882
2020-06-20T12:59:24.628013,90:A2:DA:00:61:58,bme680,2348,46190,101941,184995
2020-06-20T13:04:24.655293,90:A2:DA:00:61:58,bme680,2345,46319,101941,199991
2020-06-20T13:09:24.682560,90:A2:DA:00:61:58,bme680,2344,46058,101939,211190
2020-06-20T13:14:24.709847,90:A2:DA:00:61:58,bme680,2343,46537,101941,218213
2020-06-20T13:19:24.737503,90:A2:DA:00:61:58,bme680,2344,46431,101937,210648
2020-06-20T13:24:24.764932,90:A2:DA:00:61:58,bme680,2344,46383,101937,209438
2020-06-20T13:29:24.792348,90:A2:DA:00:61:58,bme680,2344,46357,101935,217058
2020-06-20T13:34:24.819521,90:A2:DA:00:61:58,bme680,2344,46573,101933,215773
2020-06-20T13:39:24.846910,90:A2:DA:00:61:58,bme680,2349,46180,101929,213944
2020-06-20T13:44:24.874746,90:A2:DA:00:61:58,bme680,2352,46650,101925,209304
2020-06-20T13:49:24.903325,90:A2:DA:00:61:58,bme680,2355,46375,101925,209304
2020-06-20T13:54:24.931538,90:A2:DA:00:61:58,bme680,2358,46867,101919,208771
2020-06-20T13:59:24.959790,90:A2:DA:00:61:58,bme680,2361,46775,101913,206668
2020-06-20T14:04:24.988038,90:A2:DA:00:61:58,bme680,2364,46705,101907,207846
2020-06-20T14:09:25.016085,90:A2:DA:00:61:58,bme680,2365,46419,101903,202210
2020-06-20T14:14:25.044265,90:A2:DA:00:61:58,bme680,2364,46177,101900,216771
2020-06-20T14:19:25.072695,90:A2:DA:00:61:58,bme680,2367,46409,101898,214925
2020-06-20T14:24:25.102299,90:A2:DA:00:61:58,bme680,2370,45951,101894,216628
2020-06-20T14:29:25.130873,90:A2:DA:00:61:58,bme680,2371,45420,101892,237825
2020-06-20T14:34:25.159406,90:A2:DA:00:61:58,bme680,2371,45474,101890,256210
2020-06-20T14:39:25.187978,90:A2:DA:00:61:58,bme680,2373,46175,101888,258227
2020-06-20T14:44:25.216671,90:A2:DA:00:61:58,bme680,2378,46317,101888,239737
2020-06-20T14:49:25.245483,90:A2:DA:00:61:58,bme680,2390,45666,101882,220116
2020-06-20T14:54:25.274184,90:A2:DA:00:61:58,bme680,2391,44702,101880,232434
2020-06-20T14:59:25.299849,90:A2:DA:00:61:58,bme680,2389,44209,101876,263409
2020-06-20T15:04:25.328013,90:A2:DA:00:61:58,bme680,2385,44809,101874,291490
2020-06-20T15:09:25.356203,90:A2:DA:00:61:58,bme680,2383,44299,101874,303347
2020-06-20T15:14:25.384492,90:A2:DA:00:61:58,bme680,2383,44389,101876,315299
2020-06-20T15:19:25.412478,90:A2:DA:00:61:58,bme680,2382,44296,101870,324980
2020-06-20T15:24:25.440486,90:A2:DA:00:61:58,bme680,2379,44496,101870,356396
2020-06-20T15:29:25.468482,90:A2:DA:00:61:58,bme680,2376,43906,101868,371739
2020-06-20T15:34:25.500505,90:A2:DA:00:61:58,bme680,2378,44302,101866,369645
2020-06-20T15:39:25.528964,90:A2:DA:00:61:58,bme680,2377,44196,101866,365121
2020-06-20T15:44:25.557392,90:A2:DA:00:61:58,bme680,2377,44275,101864,384564
2020-06-20T15:49:25.585924,90:A2:DA:00:61:58,bme680,2377,44336,101862,392024
2020-06-20T15:54:25.614534,90:A2:DA:00:61:58,bme680,2378,44364,101860,398824
2020-06-20T15:59:25.643287,90:A2:DA:00:61:58,bme680,2381,44364,101857,392024
2020-06-20T16:04:25.672001,90:A2:DA:00:61:58,bme680,2382,44273,101855,398824
2020-06-20T16:09:25.698843,90:A2:DA:00:61:58,bme680,2385,44383,101851,383458
2020-06-20T16:14:25.727324,90:A2:DA:00:61:58,bme680,2384,43827,101851,384342
2020-06-20T16:19:25.756026,90:A2:DA:00:61:58,bme680,2384,44026,101845,375569
2020-06-20T16:24:25.784578,90:A2:DA:00:61:58,bme680,2383,43991,101843,364715
2020-06-20T16:29:25.813284,90:A2:DA:00:61:58,bme680,2384,43977,101839,361102
2020-06-20T16:34:25.841803,90:A2:DA:00:61:58,bme680,2385,44243,101835,344424
2020-06-20T16:39:25.870405,90:A2:DA:00:61:58,bme680,2386,44255,101831,330545
2020-06-20T16:44:25.898551,90:A2:DA:00:61:58,bme680,2389,43931,101822,313791
2020-06-20T16:49:25.927165,90:A2:DA:00:61:58,bme680,2390,44308,101818,303909
2020-06-20T16:54:25.955639,90:A2:DA:00:61:58,bme680,2388,43110,101816,302230
2020-06-20T16:59:25.984096,90:A2:DA:00:61:58,bme680,2387,44004,101811,318977
2020-06-20T17:04:26.012583,90:A2:DA:00:61:58,bme680,2388,43575,101809,320222
2020-06-20T17:09:26.041294,90:A2:DA:00:61:58,bme680,2388,43756,101809,327575
2020-06-20T17:14:26.069689,90:A2:DA:00:61:58,bme680,2389,43786,101809,317127
2020-06-20T17:19:26.100092,90:A2:DA:00:61:58,bme680,2390,43569,101805,311113
2020-06-20T17:24:26.128942,90:A2:DA:00:61:58,bme680,2391,44016,101805,318049
2020-06-20T17:29:26.157695,90:A2:DA:00:61:58,bme680,2390,43249,101803,341201
2020-06-20T17:34:26.186307,90:A2:DA:00:61:58,bme680,2390,42796,101803,364310
2020-06-20T17:39:26.215094,90:A2:DA:00:61:58,bme680,2391,42736,101801,392948
2020-06-20T17:44:26.244188,90:A2:DA:00:61:58,bme680,2394,43164,101797,387919
